squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard,TheYearRange
87678,22,91,46693,7,4,2000,FALSE,FALSE,3830,744,818,TRUE,5,8772251,Basic,no pool and has yard,from 2000 to 2010
98661,77,31,51050,10,3,2016,TRUE,FALSE,5662,6316,878,TRUE,5,9870323.6,Basic,has pool and no yard,after 2011
83750,22,60,18373,3,1,1990,FALSE,FALSE,2192,6184,768,TRUE,10,8378829,Basic,no pool and no yard,from 1990 to 1999
97550,58,70,84349,3,5,1996,FALSE,FALSE,8595,6736,339,TRUE,2,9765889.6,Basic,has pool and has yard,from 1990 to 1999
43400,41,72,88811,7,9,2014,FALSE,FALSE,2849,5182,331,TRUE,7,4350109.4,Basic,has pool and has yard,after 2011
30468,43,23,61651,4,3,1994,TRUE,TRUE,5331,3727,903,FALSE,10,3049485.4,Basic,no pool and no yard,from 1990 to 1999
14692,86,70,68357,3,4,1990,TRUE,FALSE,3580,5245,666,TRUE,6,1477101,Basic,no pool and has yard,from 1990 to 1999
23106,92,4,95329,1,9,1999,TRUE,TRUE,6320,3606,742,FALSE,3,2311601.9,Basic,no pool and no yard,from 1990 to 1999
60287,25,27,47478,4,1,1996,TRUE,TRUE,4744,3084,228,TRUE,5,6036180.6,Basic,has pool and no yard,from 1990 to 1999
71787,80,16,95501,7,3,2008,FALSE,TRUE,2080,1510,289,TRUE,8,7182473.8,Basic,no pool and has yard,from 2000 to 2010
15839,93,72,8858,1,1,2010,TRUE,FALSE,4655,5171,255,FALSE,7,1591526,Basic,no pool and has yard,from 2000 to 2010
68522,29,53,93722,6,1,1998,FALSE,TRUE,6434,3187,956,TRUE,5,6853535.8,Basic,no pool and no yard,from 1990 to 1999
17818,88,40,82892,7,3,2011,TRUE,TRUE,2764,2567,268,TRUE,3,1787351.1,Basic,has pool and no yard,after 2011
94186,56,61,66948,2,5,2012,FALSE,TRUE,1610,7498,707,FALSE,0,9424530.2,Basic,no pool and no yard,after 2011
92033,42,7,24427,10,7,2019,FALSE,FALSE,7109,7844,745,FALSE,6,9207595.9,Basic,has pool and has yard,after 2011
29600,63,78,56791,7,6,2012,FALSE,FALSE,4380,7134,317,FALSE,8,2969388.2,Basic,no pool and has yard,after 2011
83260,93,29,52207,2,9,2005,TRUE,TRUE,7512,7659,308,TRUE,8,8331439.5,Basic,no pool and has yard,from 2000 to 2010
53904,1,8,94406,8,7,2017,TRUE,TRUE,7053,8710,793,FALSE,2,5391993.7,Basic,no pool and no yard,after 2011
47691,77,48,94990,6,8,2015,TRUE,FALSE,8618,6137,581,TRUE,9,4776385.5,Basic,no pool and has yard,after 2011
40196,80,8,28988,4,9,1998,TRUE,TRUE,283,3242,991,TRUE,6,4023335.8,Basic,no pool and has yard,from 1990 to 1999
42035,39,74,9374,9,7,2004,TRUE,FALSE,5518,6886,803,FALSE,3,4216631.4,Luxury,has pool and has yard,from 2000 to 2010
37560,49,28,38319,5,5,2015,FALSE,TRUE,6698,7243,791,FALSE,7,3762350.5,Basic,has pool and no yard,after 2011
29278,81,45,69223,1,9,2020,FALSE,TRUE,19,246,387,TRUE,4,2935308,Basic,has pool and has yard,after 2011
96803,94,31,18817,5,6,2016,TRUE,FALSE,1661,841,629,TRUE,9,9683741.6,Basic,no pool and no yard,after 2011
20067,7,78,86198,9,9,2013,TRUE,FALSE,5221,3955,245,TRUE,9,2010324.3,Basic,no pool and has yard,after 2011
52638,2,69,5500,9,2,2018,FALSE,FALSE,469,8300,245,FALSE,4,5276387.8,Basic,has pool and has yard,after 2011
47252,84,17,85996,9,3,1999,TRUE,TRUE,7805,362,427,TRUE,7,4726810.9,Basic,no pool and no yard,from 1990 to 1999
7515,1,11,2750,5,10,2010,TRUE,TRUE,3443,206,208,FALSE,3,752692,Basic,no pool and no yard,from 2000 to 2010
84630,33,18,19661,9,5,1997,FALSE,FALSE,5163,8557,428,TRUE,4,8464747.7,Basic,no pool and no yard,from 1990 to 1999
72150,83,87,72398,4,1,2018,FALSE,FALSE,7663,5392,364,FALSE,7,7223417.8,Basic,no pool and has yard,after 2011
76956,68,54,29273,7,8,2015,TRUE,FALSE,4462,1403,630,FALSE,2,7699229.5,Basic,has pool and no yard,after 2011
6885,97,50,54138,8,5,2019,TRUE,FALSE,1485,4997,247,TRUE,10,692409.9,Basic,no pool and has yard,after 2011
8188,74,51,38743,1,8,2004,FALSE,TRUE,8466,5308,526,FALSE,3,825389.4,Basic,has pool and no yard,from 2000 to 2010
46785,21,72,91952,3,6,1997,FALSE,TRUE,6454,1607,341,FALSE,3,4687315.7,Basic,has pool and no yard,from 1990 to 1999
40737,40,94,6550,3,8,2012,FALSE,FALSE,924,9049,270,FALSE,5,4076965.2,Basic,no pool and no yard,after 2011
51242,73,60,86730,1,6,1991,TRUE,TRUE,2551,2992,731,FALSE,5,5133121.1,Luxury,has pool and has yard,from 1990 to 1999
35691,75,94,26910,3,9,2012,TRUE,TRUE,6126,7819,277,FALSE,0,3577017.2,Basic,has pool and no yard,after 2011
98705,21,22,25516,1,10,2001,TRUE,FALSE,2364,6795,106,TRUE,7,9874587.1,Luxury,has pool and has yard,from 2000 to 2010
25831,13,89,15780,1,7,1995,FALSE,TRUE,1220,1716,260,TRUE,9,2597123.5,Basic,has pool and has yard,from 1990 to 1999
76174,76,34,64188,7,7,1997,TRUE,TRUE,1767,2935,297,TRUE,7,7628022.7,Luxury,has pool and has yard,from 1990 to 1999
61734,24,79,12079,9,1,1994,FALSE,FALSE,3764,6375,484,TRUE,9,6180305.4,Basic,no pool and has yard,from 1990 to 1999
53424,16,25,81329,2,2,1999,TRUE,FALSE,5901,7765,202,FALSE,0,5343224.9,Basic,no pool and no yard,from 1990 to 1999
23754,69,63,54077,5,7,2017,FALSE,FALSE,3497,6066,166,TRUE,1,2379379.7,Basic,no pool and no yard,after 2011
24396,73,48,72485,5,1,1995,TRUE,FALSE,6241,1782,513,FALSE,6,2445049.5,Basic,no pool and no yard,from 1990 to 1999
80349,70,30,81220,7,4,2003,TRUE,TRUE,6320,9842,419,FALSE,9,8042314.3,Basic,no pool and has yard,from 2000 to 2010
79583,26,26,29959,8,9,2010,FALSE,FALSE,5971,3016,945,FALSE,4,7966719,Basic,has pool and has yard,from 2000 to 2010
73863,93,93,11879,1,7,2002,TRUE,TRUE,401,7686,194,TRUE,3,7397144.2,Luxury,has pool and has yard,from 2000 to 2010
37195,19,34,66970,3,9,2013,TRUE,FALSE,9468,8453,1000,FALSE,5,3724125.3,Basic,no pool and has yard,after 2011
51058,63,26,31908,6,4,2009,TRUE,TRUE,7111,5374,676,FALSE,2,5109865.9,Basic,has pool and no yard,from 2000 to 2010
9705,86,50,8931,2,3,1999,TRUE,TRUE,6738,3717,218,FALSE,4,975399.9,Basic,no pool and no yard,from 1990 to 1999
67558,89,59,48808,6,7,1993,FALSE,FALSE,2442,4480,207,TRUE,1,6766804.3,Basic,has pool and has yard,from 1990 to 1999
21667,88,53,19300,1,4,2017,TRUE,FALSE,9087,7089,914,FALSE,3,2175975.7,Luxury,has pool and has yard,after 2011
39654,100,57,40428,2,4,2007,FALSE,TRUE,9685,4240,788,FALSE,3,3970955.7,Basic,has pool and no yard,from 2000 to 2010
9372,49,17,41151,6,9,2006,FALSE,FALSE,4555,9453,715,TRUE,10,938856.6,Basic,no pool and no yard,from 2000 to 2010
53448,20,65,55885,8,4,1993,TRUE,TRUE,4103,5759,753,FALSE,3,5354891.3,Luxury,has pool and has yard,from 1990 to 1999
43998,41,40,47687,8,2,2002,FALSE,FALSE,5418,5713,770,FALSE,2,4406193.2,Basic,has pool and has yard,from 2000 to 2010
92326,37,38,21773,1,8,2017,TRUE,TRUE,764,31,913,FALSE,4,9239788.7,Luxury,has pool and has yard,after 2011
80678,15,34,1942,10,7,1992,FALSE,FALSE,6074,291,697,TRUE,7,8073048.2,Basic,has pool and has yard,from 1990 to 1999
34060,75,6,90672,1,7,1998,FALSE,TRUE,7188,9706,962,TRUE,5,3414055.8,Basic,has pool and has yard,from 1990 to 1999
83173,20,56,66391,2,1,2008,TRUE,TRUE,3794,7398,959,TRUE,6,8322256.8,Basic,no pool and no yard,from 2000 to 2010
58698,67,64,26217,10,5,1991,TRUE,FALSE,7763,4685,573,FALSE,5,5876589.1,Basic,no pool and has yard,from 1990 to 1999
72343,10,69,65855,9,5,1996,TRUE,FALSE,706,9452,415,TRUE,3,7242431.6,Basic,no pool and has yard,from 1990 to 1999
74922,65,1,69592,9,5,1997,FALSE,TRUE,3368,1456,574,TRUE,4,7500490.7,Basic,has pool and has yard,from 1990 to 1999
19528,76,67,51042,5,1,2003,FALSE,TRUE,7077,3103,699,TRUE,2,1962530.3,Basic,has pool and has yard,from 2000 to 2010
42969,41,65,58871,6,10,2014,FALSE,FALSE,5637,3120,400,TRUE,8,4301496.4,Basic,no pool and no yard,after 2011
68028,53,81,67184,10,8,1995,FALSE,TRUE,6609,281,990,TRUE,9,6810499.5,Basic,has pool and has yard,from 1990 to 1999
8676,44,86,38298,1,9,2003,TRUE,FALSE,5122,9210,453,FALSE,5,873296.3,Basic,no pool and no yard,from 2000 to 2010
61140,96,56,57315,7,8,1998,TRUE,TRUE,4298,3827,358,FALSE,8,6120785.8,Basic,has pool and no yard,from 1990 to 1999
3041,95,18,73845,7,5,1993,TRUE,FALSE,516,6028,410,TRUE,10,306019.3,Basic,no pool and no yard,from 1990 to 1999
31231,65,72,92890,3,3,1992,TRUE,TRUE,6499,2666,115,FALSE,5,3132434.2,Basic,has pool and no yard,from 1990 to 1999
47315,58,100,21505,9,5,1991,TRUE,FALSE,8499,2112,212,FALSE,2,4744142.1,Luxury,has pool and has yard,from 1990 to 1999
92963,37,91,24358,2,2,2021,FALSE,TRUE,6285,3262,516,FALSE,0,9309080.1,Basic,has pool and no yard,after 2011
22714,17,48,99772,9,2,2009,TRUE,TRUE,6891,6202,439,TRUE,1,2276626.9,Basic,no pool and no yard,from 2000 to 2010
94062,11,45,57897,1,2,2000,FALSE,FALSE,6493,8887,727,FALSE,0,9410749,Basic,has pool and no yard,from 2000 to 2010
23248,3,20,62473,5,10,1993,TRUE,FALSE,9164,9939,855,FALSE,2,2331235.3,Luxury,has pool and has yard,from 1990 to 1999
51308,68,18,24471,2,10,2018,TRUE,TRUE,6573,2946,735,FALSE,9,5134188.8,Basic,no pool and has yard,after 2011
69867,34,89,15818,4,10,1991,FALSE,FALSE,9491,379,861,FALSE,2,6997995.1,Basic,has pool and has yard,from 1990 to 1999
75211,34,92,24625,3,4,2016,FALSE,TRUE,3002,2029,952,FALSE,9,7528953.6,Basic,no pool and has yard,after 2011
71008,1,42,76193,6,9,2007,FALSE,TRUE,4727,1956,246,FALSE,8,7104062.7,Basic,no pool and no yard,from 2000 to 2010
85766,60,18,27554,5,1,2007,FALSE,TRUE,1239,4432,281,FALSE,4,8578114.7,Basic,no pool and no yard,from 2000 to 2010
44561,8,72,89056,5,6,2002,TRUE,TRUE,1783,9281,774,TRUE,5,4460766.2,Basic,no pool and no yard,from 2000 to 2010
14954,40,70,45805,1,2,2002,TRUE,FALSE,5282,2646,251,FALSE,3,1505542.2,Basic,no pool and has yard,from 2000 to 2010
72194,86,37,24289,7,1,1992,FALSE,TRUE,9997,464,894,FALSE,8,7222517.2,Basic,no pool and no yard,from 1990 to 1999
71931,30,54,14711,3,1,2012,TRUE,FALSE,6633,9156,841,FALSE,1,7200839.2,Basic,no pool and has yard,after 2011
98946,31,18,15556,10,3,1997,FALSE,TRUE,792,775,663,FALSE,3,9901008.7,Basic,has pool and no yard,from 1990 to 1999
42708,68,66,61879,10,8,1992,FALSE,FALSE,7822,9456,214,TRUE,9,4277753.2,Basic,no pool and has yard,from 1990 to 1999
16037,47,19,32231,3,1,2009,TRUE,FALSE,6341,3534,299,TRUE,6,1605352.9,Basic,no pool and no yard,from 2000 to 2010
19510,23,97,70810,1,5,2008,FALSE,TRUE,8509,5309,274,TRUE,1,1960391.8,Basic,has pool and has yard,from 2000 to 2010
47783,17,39,50579,10,7,1994,TRUE,FALSE,8626,5343,481,FALSE,0,4786040.4,Basic,no pool and has yard,from 1990 to 1999
12430,55,4,50791,6,6,1997,FALSE,FALSE,6810,6176,582,TRUE,9,1250208.7,Basic,has pool and has yard,from 1990 to 1999
40439,54,20,43137,8,4,1991,FALSE,TRUE,2494,1546,732,TRUE,6,4045359.1,Basic,no pool and no yard,from 1990 to 1999
95889,5,28,23319,7,5,1998,TRUE,FALSE,9564,8367,982,FALSE,9,9590909.8,Basic,no pool and no yard,from 1990 to 1999
77174,29,23,64195,3,4,2012,TRUE,TRUE,4040,3367,514,FALSE,10,7719743.2,Basic,has pool and no yard,after 2011
40184,1,74,83638,9,8,2005,TRUE,FALSE,9429,6502,454,FALSE,9,4025868.5,Basic,no pool and has yard,from 2000 to 2010
37534,54,64,46472,7,2,2016,TRUE,TRUE,4916,9183,185,FALSE,0,3763767.6,Luxury,has pool and has yard,after 2011
43585,48,52,12138,3,5,2020,FALSE,TRUE,6114,2484,521,FALSE,6,4364529,Basic,no pool and has yard,after 2011
38935,41,98,77785,8,5,2014,TRUE,FALSE,3246,5869,220,FALSE,7,3900522.4,Basic,no pool and has yard,after 2011
59918,77,97,20933,10,4,2010,FALSE,FALSE,186,706,645,FALSE,4,6000859,Basic,has pool and no yard,from 2000 to 2010
68723,83,8,99262,3,6,2005,TRUE,TRUE,9723,731,564,FALSE,6,6873850.5,Basic,no pool and no yard,from 2000 to 2010
32721,57,76,63722,1,4,1991,TRUE,TRUE,1877,3856,169,FALSE,3,3275735.1,Basic,no pool and has yard,from 1990 to 1999
64674,56,17,62893,2,9,1992,TRUE,FALSE,7818,7858,828,FALSE,5,6472604.2,Basic,no pool and has yard,from 1990 to 1999
86022,19,35,7134,3,3,2008,TRUE,TRUE,4260,9025,970,TRUE,2,8609199.8,Luxury,has pool and has yard,from 2000 to 2010
63737,60,95,63387,3,9,2014,FALSE,FALSE,8882,6064,515,FALSE,8,6387164.4,Basic,no pool and has yard,after 2011
5322,71,98,94910,9,6,1993,TRUE,FALSE,7013,7784,260,FALSE,7,541599.3,Basic,no pool and has yard,from 1990 to 1999
63871,13,91,27099,9,1,2005,FALSE,FALSE,6608,8973,752,FALSE,10,6397636.5,Basic,no pool and has yard,from 2000 to 2010
65560,13,25,68206,4,4,2003,FALSE,FALSE,4099,5024,936,FALSE,3,6563603.3,Basic,has pool and has yard,from 2000 to 2010
89,33,72,61648,3,4,1995,FALSE,TRUE,3114,1258,264,TRUE,9,10313.5,Basic,no pool and no yard,from 1990 to 1999
71024,8,85,59831,8,5,1992,FALSE,TRUE,8673,9097,113,TRUE,1,7112979.2,Basic,has pool and has yard,from 1990 to 1999
71040,58,18,29919,5,7,1996,TRUE,TRUE,5402,4479,238,FALSE,7,7108408.6,Luxury,has pool and has yard,from 1990 to 1999
50650,47,25,75402,8,6,2015,FALSE,FALSE,5656,9164,294,FALSE,1,5074074.5,Basic,has pool and has yard,after 2011
66759,9,64,40594,3,10,1996,TRUE,FALSE,8973,4891,841,TRUE,6,6683970.6,Luxury,has pool and has yard,from 1990 to 1999
98514,93,55,37363,3,9,2000,FALSE,FALSE,8094,6642,277,TRUE,3,9855635,Basic,has pool and no yard,from 2000 to 2010
7312,64,14,77134,2,10,2016,FALSE,FALSE,71,6680,403,TRUE,8,737475.6,Basic,has pool and has yard,after 2011
2676,7,32,14698,7,4,1995,TRUE,TRUE,8067,9483,126,FALSE,4,277181.5,Luxury,has pool and has yard,from 1990 to 1999
60763,78,36,12334,3,4,1992,TRUE,FALSE,3271,9794,446,FALSE,8,6079816.2,Basic,no pool and has yard,from 1990 to 1999
49904,92,90,96283,8,9,2014,TRUE,FALSE,8810,4176,431,FALSE,0,4998671.4,Basic,no pool and no yard,after 2011
54907,91,64,83482,10,8,2002,TRUE,TRUE,5840,5680,863,FALSE,8,5496088.2,Basic,no pool and no yard,from 2000 to 2010
3709,41,5,61621,7,3,2004,FALSE,TRUE,2201,3857,590,TRUE,0,375675.4,Basic,no pool and has yard,from 2000 to 2010
26117,1,27,74522,3,10,1993,FALSE,FALSE,6582,6453,130,TRUE,1,2617456.3,Basic,no pool and has yard,from 1990 to 1999
8626,75,14,62714,4,4,1994,TRUE,FALSE,5740,3187,249,TRUE,0,863829.4,Basic,no pool and no yard,from 1990 to 1999
74079,67,28,64669,1,4,2002,TRUE,TRUE,695,5687,853,FALSE,4,7412552.2,Basic,has pool and no yard,from 2000 to 2010
27810,99,47,96227,10,5,1992,TRUE,TRUE,7025,2844,222,TRUE,3,2792637.2,Luxury,has pool and has yard,from 1990 to 1999
40638,20,31,62726,1,10,1997,FALSE,TRUE,8643,9785,950,FALSE,10,4064776.7,Basic,no pool and no yard,from 1990 to 1999
60063,84,36,14479,5,4,1995,TRUE,FALSE,1596,9021,875,FALSE,0,6010731.5,Basic,no pool and has yard,from 1990 to 1999
93811,39,2,58600,6,8,2020,TRUE,TRUE,16,2045,456,TRUE,0,9385931,Luxury,has pool and has yard,after 2011
12555,8,55,73239,6,7,1993,TRUE,TRUE,123,4385,310,TRUE,10,1265496.3,Luxury,has pool and has yard,from 1990 to 1999
30862,36,97,82682,5,4,1998,TRUE,TRUE,6202,3903,934,TRUE,0,3092729.8,Basic,has pool and no yard,from 1990 to 1999
36334,63,13,83625,9,10,2007,FALSE,TRUE,150,5804,468,FALSE,5,3640478.7,Basic,has pool and has yard,from 2000 to 2010
86087,39,28,50793,8,10,1997,TRUE,FALSE,3735,3329,127,TRUE,9,8609947.7,Basic,no pool and no yard,from 1990 to 1999
69567,77,23,82453,7,5,2003,TRUE,TRUE,8195,5872,117,FALSE,3,6962236.3,Basic,has pool and no yard,from 2000 to 2010
18785,27,50,59574,7,1,1994,TRUE,FALSE,324,8718,117,FALSE,9,1885931.4,Basic,has pool and no yard,from 1990 to 1999
20660,6,66,57475,8,9,2003,TRUE,FALSE,5338,2127,699,TRUE,4,2072127.3,Basic,no pool and has yard,from 2000 to 2010
62277,35,59,99804,4,6,2019,TRUE,FALSE,7920,5846,392,TRUE,2,6236152.9,Luxury,has pool and has yard,after 2011
46917,47,88,58521,7,5,1998,TRUE,FALSE,3065,7959,598,FALSE,5,4701755.8,Basic,has pool and no yard,from 1990 to 1999
30248,57,95,6785,10,4,2014,TRUE,TRUE,7255,1332,676,TRUE,10,3028964.4,Basic,has pool and no yard,after 2011
50102,41,37,47021,5,2,2015,TRUE,FALSE,1738,91,880,FALSE,7,5014163.5,Basic,no pool and has yard,after 2011
45149,7,76,71965,8,2,2001,TRUE,TRUE,9113,2206,866,FALSE,0,4522816.1,Basic,no pool and no yard,from 2000 to 2010
30603,57,77,37707,6,5,1991,FALSE,TRUE,8732,150,893,TRUE,5,3071424.1,Basic,has pool and has yard,from 1990 to 1999
79214,84,9,70356,5,6,1994,TRUE,FALSE,7624,8946,945,FALSE,0,7922328.4,Basic,no pool and no yard,from 1990 to 1999
62718,2,56,78805,4,1,1999,FALSE,TRUE,3758,6701,459,TRUE,4,6275591.9,Basic,no pool and no yard,from 1990 to 1999
27281,16,61,76915,2,5,1994,TRUE,FALSE,4939,6528,897,FALSE,3,2731771.4,Basic,no pool and no yard,from 1990 to 1999
41418,66,55,21052,2,9,2004,FALSE,TRUE,4988,6075,373,FALSE,10,4145160.4,Basic,no pool and no yard,from 2000 to 2010
97489,92,58,66142,1,10,2015,TRUE,TRUE,7803,8712,194,TRUE,10,9753797.5,Basic,has pool and no yard,after 2011
51812,43,55,93096,6,1,2018,TRUE,FALSE,9444,9785,763,TRUE,2,5192250.8,Luxury,has pool and has yard,after 2011
34498,32,87,3454,10,6,2008,FALSE,FALSE,1821,2943,820,FALSE,10,3458156.8,Basic,no pool and no yard,from 2000 to 2010
95097,10,47,967,9,8,1995,TRUE,TRUE,5643,5828,626,FALSE,6,9513855.5,Basic,no pool and has yard,from 1990 to 1999
44251,1,48,93033,1,9,2007,FALSE,FALSE,7723,2912,256,FALSE,10,4434233.7,Basic,has pool and no yard,from 2000 to 2010
29878,100,51,44771,4,4,1994,TRUE,FALSE,9298,299,443,FALSE,0,2992696.4,Basic,no pool and has yard,from 1990 to 1999
18221,27,94,4317,7,4,2004,TRUE,FALSE,746,1218,335,FALSE,1,1831310.4,Basic,no pool and has yard,from 2000 to 2010
62028,20,64,11907,6,7,1993,FALSE,TRUE,6994,3415,333,FALSE,7,6205630.3,Basic,has pool and no yard,from 1990 to 1999
47413,22,60,40486,9,5,2015,TRUE,TRUE,5663,1056,676,FALSE,6,4748923.5,Basic,has pool and no yard,after 2011
70277,90,82,52593,3,6,2019,FALSE,FALSE,9819,236,659,TRUE,10,7035192.9,Basic,has pool and no yard,after 2011
98234,51,57,20189,9,4,2003,TRUE,FALSE,1107,9489,253,FALSE,6,9831396.3,Basic,no pool and has yard,from 2000 to 2010
49488,90,79,16995,8,6,2021,FALSE,FALSE,4056,6690,869,FALSE,1,4954300.1,Basic,no pool and no yard,after 2011
12921,50,94,8250,1,8,2017,TRUE,FALSE,4426,829,944,TRUE,2,1302243.7,Basic,has pool and no yard,after 2011
51232,1,55,17733,4,5,2020,FALSE,FALSE,3074,9350,527,FALSE,5,5128074,Basic,has pool and no yard,after 2011
23860,51,3,78591,6,4,2017,FALSE,FALSE,8995,6202,648,FALSE,8,2394379.7,Basic,has pool and has yard,after 2011
52746,56,14,17351,2,2,2003,TRUE,TRUE,8309,9113,832,FALSE,1,5276308.3,Basic,no pool and no yard,from 2000 to 2010
45016,9,75,84708,2,3,1994,TRUE,TRUE,2134,1180,148,TRUE,3,4506049.4,Basic,no pool and no yard,from 1990 to 1999
93112,76,17,23351,6,10,1993,FALSE,FALSE,88,9958,390,TRUE,9,9317076.3,Basic,no pool and has yard,from 1990 to 1999
74137,54,80,67649,5,8,1991,TRUE,TRUE,373,5835,305,FALSE,5,7418469.1,Basic,no pool and no yard,from 1990 to 1999
78958,30,82,2322,3,2,1994,TRUE,TRUE,3862,9881,810,TRUE,5,7902699.4,Basic,no pool and no yard,from 1990 to 1999
20365,93,62,28170,5,1,2011,TRUE,FALSE,8154,7439,534,FALSE,0,2041739.1,Basic,no pool and no yard,after 2011
20580,57,82,51357,4,5,1993,TRUE,FALSE,9534,1260,141,TRUE,9,2067748.3,Basic,no pool and has yard,from 1990 to 1999
55956,21,7,85490,8,1,2020,TRUE,TRUE,7207,8746,971,FALSE,4,5606444,Luxury,has pool and has yard,after 2011
17966,77,18,12386,7,2,1999,TRUE,FALSE,8922,6615,874,FALSE,6,1799688.9,Basic,has pool and no yard,from 1990 to 1999
87788,65,58,17757,9,3,2009,FALSE,TRUE,8015,4231,635,FALSE,6,8784201.9,Basic,no pool and has yard,from 2000 to 2010
1702,55,17,28605,10,7,2018,TRUE,TRUE,2647,7509,550,FALSE,8,174792.8,Basic,no pool and has yard,after 2011
70033,37,56,58125,8,5,2013,FALSE,FALSE,730,5891,373,TRUE,2,7009642.3,Basic,has pool and no yard,after 2011
921,1,89,3174,10,1,1997,TRUE,TRUE,4110,3162,737,TRUE,10,105739.7,Basic,has pool and no yard,from 1990 to 1999
15859,94,8,35621,5,7,2020,TRUE,FALSE,7327,5343,174,FALSE,1,1588729,Basic,has pool and no yard,after 2011
95561,46,66,20156,10,9,2015,FALSE,FALSE,9245,1854,582,TRUE,3,9561422.5,Basic,no pool and has yard,after 2011
77467,14,55,81382,8,9,2010,FALSE,TRUE,7174,2673,933,FALSE,7,7752514,Basic,has pool and no yard,from 2000 to 2010
10380,20,40,15050,4,5,2011,FALSE,TRUE,2333,792,593,FALSE,2,1049793.1,Basic,has pool and has yard,after 2011
60506,86,77,18297,6,9,2020,TRUE,FALSE,4874,2497,336,TRUE,8,6059753,Basic,no pool and has yard,after 2011
78859,10,93,2487,8,3,2015,FALSE,TRUE,6650,5840,240,FALSE,7,7894713.5,Basic,no pool and has yard,after 2011
97590,3,46,18812,5,2,2015,TRUE,FALSE,3855,718,946,TRUE,2,9765039.5,Basic,no pool and has yard,after 2011
87908,89,20,64556,5,7,2009,FALSE,FALSE,7461,3116,719,TRUE,0,8797156.9,Basic,no pool and has yard,from 2000 to 2010
2141,68,82,83097,4,5,2009,TRUE,TRUE,8405,9851,570,FALSE,10,223018.9,Basic,no pool and no yard,from 2000 to 2010
78806,85,38,57449,7,6,2001,FALSE,TRUE,1527,2131,902,FALSE,0,7886035.1,Basic,no pool and has yard,from 2000 to 2010
92074,30,16,61974,10,2,1993,FALSE,TRUE,1993,2997,662,FALSE,3,9214730.3,Basic,has pool and has yard,from 1990 to 1999
9494,59,49,34249,7,4,2013,FALSE,FALSE,5051,8101,267,TRUE,4,958561.3,Basic,has pool and has yard,after 2011
24681,77,27,47332,3,1,2008,TRUE,FALSE,2785,4091,472,FALSE,9,2475750.8,Luxury,has pool and has yard,from 2000 to 2010
79491,95,70,5134,7,3,1994,TRUE,FALSE,1725,931,491,FALSE,4,7951459.4,Basic,no pool and no yard,from 1990 to 1999
42904,73,76,54711,7,5,1997,FALSE,FALSE,4896,3623,395,TRUE,1,4298883.7,Basic,has pool and no yard,from 1990 to 1999
9803,47,92,89782,2,7,2018,FALSE,TRUE,4976,8539,851,TRUE,5,998783.8,Basic,has pool and has yard,after 2011
31854,54,54,3832,7,9,2020,FALSE,FALSE,8979,8424,470,TRUE,3,3191069,Basic,no pool and has yard,after 2011
93706,50,59,5353,3,6,1999,TRUE,TRUE,688,9514,542,FALSE,0,9376364.9,Basic,no pool and no yard,from 1990 to 1999
69157,72,83,77004,10,5,2007,TRUE,TRUE,7233,3587,821,TRUE,1,6926892.7,Luxury,has pool and has yard,from 2000 to 2010
26390,66,11,61725,4,8,1992,FALSE,TRUE,9319,324,554,FALSE,2,2644436.2,Basic,no pool and has yard,from 1990 to 1999
25460,89,92,75768,3,6,1996,TRUE,FALSE,6063,4900,976,TRUE,7,2554354.6,Basic,has pool and no yard,from 1990 to 1999
70989,27,82,99255,1,9,1994,TRUE,TRUE,6131,7455,288,TRUE,9,7113295.4,Luxury,has pool and has yard,from 1990 to 1999
61387,55,52,16803,5,1,2007,TRUE,TRUE,2078,1127,908,FALSE,5,6140746.7,Basic,no pool and no yard,from 2000 to 2010
99564,30,30,27212,5,5,2012,TRUE,TRUE,981,7570,368,TRUE,10,9965822.2,Luxury,has pool and has yard,after 2011
12992,44,5,17015,5,4,1990,TRUE,TRUE,777,1759,846,FALSE,10,1303106,Luxury,has pool and has yard,from 1990 to 1999
48887,95,89,29754,4,6,2006,TRUE,FALSE,4407,3668,868,TRUE,0,4906647.6,Luxury,has pool and has yard,from 2000 to 2010
33433,79,96,415,8,8,2009,TRUE,FALSE,1746,6993,908,FALSE,0,3352624.9,Basic,no pool and has yard,from 2000 to 2010
84235,76,74,52582,2,9,2004,TRUE,FALSE,2634,5430,439,TRUE,6,8431030.4,Basic,no pool and no yard,from 2000 to 2010
78506,94,84,17688,6,10,1996,FALSE,FALSE,4499,8758,756,FALSE,3,7864283.6,Basic,has pool and has yard,from 1990 to 1999
43788,50,82,51550,2,1,2011,FALSE,TRUE,885,2918,601,TRUE,10,4391540.1,Basic,has pool and has yard,after 2011
58612,60,75,90933,4,2,2021,TRUE,TRUE,9112,2741,698,FALSE,2,5872861.1,Luxury,has pool and has yard,after 2011
96498,10,10,49175,9,7,2007,FALSE,TRUE,8566,3105,703,FALSE,5,9651440.7,Basic,no pool and no yard,from 2000 to 2010
15075,90,75,50736,3,8,2012,TRUE,FALSE,2223,8313,503,FALSE,4,1516872.2,Luxury,has pool and has yard,after 2011
1693,43,65,38473,2,9,2001,TRUE,FALSE,8472,1206,601,FALSE,2,175018.1,Basic,no pool and has yard,from 2000 to 2010
